MLD,IN_PH,IN_TSS,IN_COD,IN_BOD,IN_MPN,OUT_PH,OUT_DO,OUT_TSS,OUT_COD,OUT_BOD,OUT_MPN
0.5446910087525418,0.42187500000000033,0.6740331491712708,0.41818181818181815,0.48598130841121495,0.42074927953890484,7.67,4.8,42.0,84.0,26.0,0.06966666666666667
0.7126690831933516,0.5156249999999997,0.6132596685082873,0.45454545454545453,0.5794392523364486,0.4495677233429395,7.6,4.6,47.0,92.0,28.0,0.07600000000000001
0.7480328883387852,0.46875000000000067,0.7569060773480663,0.38181818181818183,0.5327102803738317,0.48463016330451486,7.65,4.9,43.0,80.0,29.0,0.07533333333333334
0.48280434974803293,0.5937500000000007,0.6298342541436464,0.34545454545454546,0.4392523364485981,0.39625360230547546,7.58,4.8,38.0,72.0,27.0,0.068
0.6596233754752012,0.48437500000000033,0.6961325966850829,0.4909090909090909,0.7009345794392523,0.26080691642651294,7.67,5.1,42.0,88.0,26.0,0.07433333333333335
0.5712138626116171,0.5468750000000003,0.5911602209944752,0.3090909090909091,0.6728971962616822,0.6114313160422671,7.62,4.7,41.0,80.0,24.0,0.07100000000000001
0.4209176907435241,0.5937500000000007,0.6464088397790055,0.41818181818181815,0.5794392523364486,0.281940441882805,7.65,4.9,44.0,72.0,28.0,0.07183333333333335
0.6242595703297675,0.5156249999999997,0.48066298342541436,0.38181818181818183,0.5327102803738317,0.5816522574447646,7.58,4.6,36.0,64.0,26.0,0.05516666666666667
0.2883034214481479,0.4375,0.5469613259668509,0.45454545454545453,0.6261682242990654,0.2723342939481268,7.64,4.8,40.0,72.0,29.0,0.067
0.827601449916011,0.48437500000000033,0.6795580110497238,0.41818181818181815,0.5794392523364486,0.4289145052833813,7.67,5.1,46.0,88.0,25.0,0.063
0.7745557421978605,0.40625000000000067,0.5193370165745856,0.34545454545454546,0.4392523364485981,0.30931796349663787,7.65,5.0,39.0,76.0,25.0,0.0635
0.827601449916011,0.42187500000000033,0.7016574585635359,0.4,0.5327102803738317,0.48943323727185395,7.58,4.8,43.0,64.0,24.0,0.04700000000000001
0.871806206347803,0.5156249999999997,0.6132596685082873,0.4909090909090909,0.5794392523364486,0.2358309317963496,7.56,4.6,40.0,80.0,26.0,0.0775
0.7303509857660685,0.39062499999999967,0.7071823204419889,0.6,0.6728971962616822,0.24495677233429392,7.64,4.9,45.0,88.0,28.0,0.07416666666666667
0.8452833524887278,0.46875000000000067,0.574585635359116,0.5272727272727272,0.48598130841121495,0.2358309317963496,7.7,5.2,39.0,84.0,25.0,0.06783333333333334
0.677305278047918,0.4375,0.6022099447513812,0.45454545454545453,0.4392523364485981,0.5557156580211335,7.66,4.8,37.0,72.0,27.0,0.07383333333333335
0.8187604986296526,0.625,0.47513812154696133,0.41818181818181815,0.5794392523364486,0.23102785782901059,7.59,4.5,42.0,80.0,29.0,0.0685
0.6684643267615595,0.5468750000000003,0.44751381215469616,0.38181818181818183,0.48598130841121495,0.4193083573487031,7.63,4.8,35.0,60.0,26.0,0.060166666666666674
0.677305278047918,0.39062499999999967,0.6077348066298343,0.4909090909090909,0.6261682242990654,0.25648414985590773,7.68,5.0,43.0,76.0,25.0,0.06666666666666667
0.7126690831933516,0.45312499999999967,0.6408839779005525,0.45454545454545453,0.5794392523364486,0.5283381364073007,7.64,4.7,40.0,80.0,28.0,0.07500000000000001
0.6242595703297675,0.5156249999999997,0.7182320441988951,0.5272727272727272,0.6728971962616822,0.25504322766570603,7.7,5.1,36.0,64.0,27.0,0.06733333333333334
0.5943329502254444,0.42187500000000033,0.569060773480663,0.43636363636363634,0.5327102803738317,0.4438040345821326,7.65,4.9,39.0,72.0,25.0,0.05666666666666667
0.5943329502254444,0.48437500000000033,0.6298342541436464,0.41818181818181815,0.5327102803738317,0.5878962536023055,7.67,4.7,42.0,80.0,29.0,0.0685
0.5888957651843338,0.4375,0.7071823204419889,0.34545454545454546,0.4392523364485981,0.41690682036503357,7.62,4.9,45.0,72.0,26.0,0.07366666666666667
0.827601449916011,0.29687500000000033,0.7237569060773481,0.43636363636363634,0.6074766355140186,0.3707973102785782,7.67,5.0,41.0,64.0,25.0,0.07050000000000001
0.15568915215277174,0.26562500000000105,0.9723756906077348,0.5272727272727272,0.5794392523364486,0.3170028818443804,7.56,4.6,39.0,80.0,28.0,0.07016666666666667
0.9071700114932367,0.28125000000000067,0.850828729281768,0.4909090909090909,0.6261682242990654,0.3376560999039385,7.59,5.0,45.0,88.0,26.0,0.06766666666666667
0.5943329502254444,0.35937500000000033,0.7569060773480663,0.45454545454545453,0.6728971962616822,0.3659942363112392,7.63,4.9,42.0,88.0,29.0,0.07033333333333334
0.8629652550614446,0.46875000000000067,0.6408839779005525,0.5636363636363636,0.5607476635514018,0.23150816522574447,7.66,5.1,37.0,72.0,27.0,0.07383333333333335
0.7038281319069932,0.5625,0.6685082872928176,0.4727272727272727,0.48598130841121495,0.5802113352545628,7.6,4.7,40.0,72.0,25.0,0.06783333333333334
0.5943329502254444,0.5937500000000007,0.6022099447513812,0.5272727272727272,0.6261682242990654,0.377521613832853,7.68,5.0,42.0,84.0,27.0,0.06683333333333334
0.6949871806206348,0.5,0.9613259668508287,0.7090909090909091,0.6728971962616822,0.366954851104707,7.58,4.6,39.0,88.0,28.0,0.06766666666666667
0.5943329502254444,0.4375,0.7955801104972375,0.6,0.719626168224299,0.4634966378482228,7.65,4.9,37.0,76.0,27.0,0.0795
0.9248519140659535,0.5625,0.9116022099447514,0.5636363636363636,0.5794392523364486,0.5129682997118156,7.67,5.0,41.0,72.0,25.0,0.06166666666666667
0.4297586420298825,0.48437500000000033,0.6243093922651933,0.45454545454545453,0.4392523364485981,0.4999999999999999,7.71,5.1,47.0,80.0,29.0,0.05483333333333334
0.48280434974803293,0.42187500000000033,0.7790055248618785,0.6,0.6261682242990654,0.6623439000960615,7.66,5.0,44.0,88.0,28.0,0.07016666666666667
0.5446910087525418,0.46875000000000067,0.7016574585635359,0.4909090909090909,0.5327102803738317,0.3659942363112392,7.6,4.8,37.0,68.0,26.0,0.07083333333333335
0.09380249314826286,0.39062499999999967,0.7237569060773481,0.45454545454545453,0.5794392523364486,0.2987512007684918,7.63,4.9,40.0,72.0,27.0,0.07483333333333335
0.11148439572097968,0.4375,0.6685082872928176,0.38181818181818183,0.514018691588785,0.29971181556195964,7.68,5.1,42.0,64.0,24.0,0.06466666666666668
0.37671293431173203,0.35937500000000033,0.6519337016574586,0.34545454545454546,0.4392523364485981,0.24879923150816524,7.62,4.7,45.0,72.0,26.0,0.07366666666666667
0.37671293431173203,0.32812500000000105,0.6187845303867403,0.41818181818181815,0.48598130841121495,0.25936599423631124,7.59,4.9,42.0,80.0,28.0,0.06233333333333333
0.3943948368844488,0.39062499999999967,0.5469613259668509,0.36363636363636365,0.3925233644859813,0.2780979827089337,7.57,4.8,38.0,68.0,25.0,0.06566666666666666
0.4739633984616745,0.35937500000000033,0.6077348066298343,0.4909090909090909,0.5794392523364486,0.3011527377521614,7.58,4.6,44.0,88.0,28.0,0.06716666666666667
0.6949871806206348,0.48437500000000033,0.5193370165745856,0.45454545454545453,0.5327102803738317,0.3001921229586935,7.64,4.8,40.0,76.0,27.0,0.057333333333333326
0.3943948368844488,0.375,0.7071823204419889,0.38181818181818183,0.5794392523364486,0.3227665706051872,7.57,4.9,42.0,72.0,26.0,0.07100000000000001
0.4385995933162409,0.46875000000000067,0.7348066298342542,0.43636363636363634,0.6261682242990654,0.37560038424591735,7.6,4.6,45.0,64.0,29.0,0.0715
0.3059853240208647,0.375,0.580110497237569,0.41818181818181815,0.3925233644859813,0.23583093179634965,7.69,5.0,35.0,80.0,24.0,0.06416666666666666
0.35019008045265676,0.5156249999999997,0.7679558011049724,0.34545454545454546,0.5794392523364486,0.42651296829971175,7.72,5.2,47.0,60.0,26.0,0.06433333333333334
0.24409866501635585,0.4375,0.6519337016574586,0.4909090909090909,0.4392523364485981,0.2420749279538905,7.65,4.8,42.0,72.0,28.0,0.0665
0.6154186190434091,0.5312500000000007,0.6961325966850829,0.5636363636363636,0.6728971962616822,0.29010566762728146,7.7,5.0,48.0,88.0,25.0,0.06316666666666666
0.5943329502254444,0.375,0.5303867403314917,0.38181818181818183,0.5327102803738317,0.4385206532180595,7.58,4.7,38.0,72.0,27.0,0.068
0.5943329502254444,0.5937500000000007,0.7790055248618785,0.45454545454545453,0.514018691588785,0.3611911623439001,7.65,5.0,45.0,56.0,25.0,0.07833333333333335
0.3059853240208647,0.6406249999999997,0.6298342541436464,0.38181818181818183,0.5794392523364486,0.2521613832853026,7.67,4.4,48.0,72.0,26.0,0.07300000000000001
0.5800548138979754,0.5468750000000003,0.8176795580110497,0.4909090909090909,0.7009345794392523,0.3611911623439001,7.7,5.2,42.0,64.0,28.0,0.07583333333333334
0.1998939085845638,0.32812500000000105,0.6850828729281768,0.45454545454545453,0.6728971962616822,0.2987512007684918,7.62,5.0,38.0,72.0,29.0,0.0675
0.5943329502254444,0.375,0.5524861878453039,0.4,0.5327102803738317,0.44812680115273773,7.58,4.8,43.0,76.0,26.0,0.07050000000000001
0.06727963928918763,0.46875000000000067,0.6022099447513812,0.34545454545454546,0.4392523364485981,0.2636887608069164,7.64,5.0,40.0,80.0,27.0,0.07816666666666668
0.6242595703297675,0.40625000000000067,0.6519337016574586,0.38181818181818183,0.3925233644859813,0.39817483189241104,7.58,4.6,42.0,64.0,24.0,0.06383333333333334
0.5004862523207497,0.4375,0.574585635359116,0.3090909090909091,0.4392523364485981,0.35062439961575403,7.62,4.5,38.0,72.0,26.0,0.068
0.7126690831933516,0.32812500000000105,0.5911602209944752,0.45454545454545453,0.48598130841121495,0.5235350624399616,7.57,4.8,41.0,80.0,28.0,0.07183333333333333
0.6507824241888428,0.5312500000000007,0.5027624309392266,0.2727272727272727,0.34579439252336447,0.46301633045148893,7.68,5.0,37.0,76.0,24.0,0.06833333333333334
0.5712138626116171,0.375,0.5414364640883977,0.34545454545454546,0.4392523364485981,0.2992315081652257,7.59,4.9,34.0,68.0,26.0,0.07083333333333335
0.7215100344797101,0.4375,0.569060773480663,0.3090909090909091,0.3925233644859813,0.3275696445725264,7.57,4.7,38.0,64.0,25.0,0.054833333333333345
0.4562814958889577,0.5156249999999997,0.6519337016574586,0.34545454545454546,0.48598130841121495,0.4106628242074928,7.64,5.0,42.0,72.0,28.0,0.0665
0.23525771372999743,0.4375,0.574585635359116,0.41818181818181815,0.5327102803738317,0.33621517771373677,7.68,5.2,38.0,80.0,26.0,0.06016666666666667
0.22641676244363904,0.5312500000000007,0.6850828729281768,0.38181818181818183,0.4392523364485981,0.22094140249759842,7.63,4.9,36.0,56.0,24.0,0.06516666666666666
0.2529396163027143,0.375,0.585635359116022,0.45454545454545453,0.5794392523364486,0.26753121998078766,7.58,4.7,40.0,72.0,27.0,0.07316666666666667
0.5093272036071081,0.48437500000000033,0.47513812154696133,0.34545454545454546,0.4672897196261682,0.3852065321805956,7.65,5.0,36.0,64.0,25.0,0.062000000000000006
0.6154186190434091,0.39062499999999967,0.6574585635359116,0.4909090909090909,0.5794392523364486,0.37223823246877996,7.72,5.2,43.0,80.0,24.0,0.07150000000000001
0.6596233754752012,0.5312500000000007,0.5027624309392266,0.41818181818181815,0.48598130841121495,0.4053794428434198,7.68,5.0,37.0,60.0,28.0,0.07150000000000001
0.5888957651843338,0.40625000000000067,0.5911602209944752,0.38181818181818183,0.3925233644859813,0.26657060518731984,7.74,5.3,41.0,72.0,26.0,0.06816666666666667
0.5800548138979754,0.5468750000000003,0.6243093922651933,0.4727272727272727,0.34579439252336447,0.4966378482228625,7.64,4.8,35.0,56.0,27.0,0.05966666666666667
0.38555388559809045,0.48437500000000033,0.585635359116022,0.34545454545454546,0.4392523364485981,0.21421709894332377,7.7,5.2,40.0,80.0,29.0,0.07400000000000001
0.6154186190434091,0.4375,0.5248618784530387,0.2727272727272727,0.3925233644859813,0.4197886647454371,7.65,5.0,38.0,76.0,25.0,0.07483333333333335
0.37671293431173203,0.5312500000000007,0.48066298342541436,0.23636363636363636,0.34579439252336447,0.27665706051873196,7.68,4.8,37.0,64.0,24.0,0.055
0.5800548138979754,0.48437500000000033,0.4198895027624309,0.3090909090909091,0.3925233644859813,0.3890489913544668,7.72,5.2,34.0,64.0,27.0,0.061333333333333344
0.7745557421978605,0.4375,0.3370165745856354,0.2727272727272727,0.48598130841121495,0.21805955811719502,7.59,4.7,38.0,72.0,28.0,0.06816666666666667
0.3943948368844488,0.5312500000000007,0.49171270718232046,0.38181818181818183,0.4392523364485981,0.23823246878001916,7.63,4.5,35.0,56.0,26.0,0.061
0.6684643267615595,0.5937500000000007,0.35911602209944754,0.2909090909090909,0.4205607476635514,0.32180595581171945,7.68,5.0,40.0,76.0,27.0,0.057333333333333326
0.7922376447705773,0.5156249999999997,0.4861878453038674,0.34545454545454546,0.48598130841121495,0.28962536023054747,7.73,5.2,38.0,64.0,28.0,0.07016666666666667
0.9425338166386703,0.625,0.569060773480663,0.3090909090909091,0.3925233644859813,0.28962536023054747,7.74,5.0,40.0,68.0,25.0,0.063
0.6419414729024844,0.5781249999999997,0.5359116022099447,0.2727272727272727,0.34579439252336447,0.5254562920268973,7.68,5.1,38.0,72.0,27.0,0.06666666666666667
0.9867385730704624,0.5,0.46408839779005523,0.38181818181818183,0.4392523364485981,0.25408261287223827,7.62,4.8,43.0,80.0,29.0,0.07533333333333334
0.8806471576341615,0.5625,0.36464088397790057,0.34545454545454546,0.4672897196261682,0.21181556195965415,7.68,5.0,45.0,88.0,27.0,0.07183333333333335
0.7568738396251437,0.5937500000000007,0.425414364640884,0.3090909090909091,0.4392523364485981,0.34245917387127756,7.69,4.9,39.0,80.0,26.0,0.07283333333333335
0.3590310317390152,0.48437500000000033,0.40331491712707185,0.2727272727272727,0.5794392523364486,0.3650336215177713,7.61,4.7,41.0,72.0,24.0,0.06416666666666666
0.4209176907435241,0.5468750000000003,0.49171270718232046,0.32727272727272727,0.5327102803738317,0.32516810758885684,7.65,5.0,33.0,56.0,26.0,0.061666666666666675
0.5888957651843338,0.4375,0.430939226519337,0.38181818181818183,0.6261682242990654,0.6061479346781941,7.58,4.4,41.0,64.0,24.0,0.06016666666666667
0.7568738396251437,0.5156249999999997,0.5138121546961326,0.34545454545454546,0.5794392523364486,0.5893371757925071,7.72,5.1,35.0,76.0,28.0,0.077
0.7391919370524269,0.5312500000000007,0.4530386740331492,0.3090909090909091,0.48598130841121495,0.4332372718539866,7.7,4.9,38.0,64.0,25.0,0.05483333333333334
0.6419414729024844,0.5625,0.56353591160221,0.38181818181818183,0.514018691588785,0.48222862632084534,7.72,5.0,43.0,72.0,27.0,0.07233333333333335
0.2794624701617895,0.5,0.5911602209944752,0.2727272727272727,0.4392523364485981,0.2247838616714697,7.68,4.8,39.0,80.0,29.0,0.0685
0.5093272036071081,0.35937500000000033,0.5359116022099447,0.34545454545454546,0.48598130841121495,0.35062439961575403,7.59,5.0,42.0,68.0,26.0,0.06333333333333334
0.3678719830253736,0.40625000000000067,0.4861878453038674,0.3090909090909091,0.5327102803738317,0.3395773294908741,7.65,5.3,38.0,72.0,28.0,0.06816666666666667
0.5093272036071081,0.39062499999999967,0.574585635359116,0.38181818181818183,0.5794392523364486,0.27137367915465893,7.62,5.0,42.0,84.0,29.0,0.07
0.38555388559809045,0.34375000000000067,0.6243093922651933,0.45454545454545453,0.6261682242990654,0.25696445725264166,7.68,4.8,45.0,88.0,26.0,0.06766666666666667
0.7480328883387852,0.5937500000000007,0.4696132596685083,0.4,0.4392523364485981,0.35062439961575403,7.72,5.1,39.0,68.0,28.0,0.06583333333333334
0.38555388559809045,0.35937500000000033,0.5469613259668509,0.38181818181818183,0.2523364485981308,0.1945244956772334,7.58,4.7,36.0,64.0,25.0,0.062000000000000006
0.6065776677570507,0.4375,0.4198895027624309,0.3090909090909091,0.205607476635514,0.5811719500480307,7.64,4.9,43.0,80.0,27.0,0.07100000000000001
0.4209176907435241,0.5156249999999997,0.5414364640883977,0.2727272727272727,0.11214953271028037,0.21613832853025935,7.57,4.6,40.0,72.0,26.0,0.07283333333333333
0.5004862523207497,0.32812500000000105,0.43646408839779005,0.34545454545454546,0.1588785046728972,0.31844380403458206,7.68,5.0,45.0,88.0,29.0,0.07383333333333335
0.48280434974803293,0.375,0.4198895027624309,0.2727272727272727,0.205607476635514,0.1950048030739673,7.59,4.8,41.0,64.0,26.0,0.061
